sms_text,category,amount
"HDFC UPI debit of INR 6,560 to Apollo Hospital on 16-Aug-2024 09:45. Ref: HDFC778088",Medical,6560.0
"SBI UPI payment of INR 5,150.90 to MedPlus on 17-Aug-2024 17:20. Ref ID: SBI990233",Medical,5150.9
"ICICI UPI txn of INR 3,540 to Dr. Singh Clinic on 18-Aug-2024 09:05. Ref No: ICICI112388",Medical,3540.0
"Axis Bank UPI debit of INR 2,080 to HealthKart on 19-Aug-2024 14:30. Ref: AXIS223599",Medical,2080.0
"Paytm UPI payment of INR 5,700 to Fortis Hospital on 20-Aug-2024 20:45. Ref ID: PAYTM334100",Medical,5700.0
"HDFC UPI txn of INR 1,950 to Delhi Electricity Bill on 21-Aug-2024 11:10. Ref: HDFC445988",Bills,1950.0
"SBI UPI debit of INR 1,330.80 for Jio Bill on 22-Aug-2024 19:40. Ref ID: SBI556999",Bills,1330.8
"ICICI UPI payment of INR 3,280 to Mumbai Water Supply on 23-Aug-2024 08:15. Ref No: ICICI667900",Bills,3280.0
"Axis Bank UPI txn of INR 1,880 to LIC Premium on 24-Aug-2024 15:50. Ref: AXIS778111",Bills,1880.0
Paytm UPI debit of INR 840 to Gas Bill on 25-Aug-2024 22:20. Ref ID: PAYTM990244,Bills,840.0
"HDFC UPI payment of INR 4,480 to Flipkart (Shopping) on 26-Aug-2024 13:45. Ref: HDFC112377",Others,4480.0
"SBI UPI txn of INR 2,410 for BookMyShow tickets on 27-Aug-2024 21:10. Ref ID: SBI223522",Others,2410.0
"ICICI UPI debit of INR 2,210 to Paytm Wallet top-up on 28-Aug-2024 09:25. Ref No: ICICI334911",Others,2210.0
"Axis Bank UPI payment of INR 5,800 to Coursera Subscription on 29-Aug-2024 17:50. Ref: AXIS445022",Others,5800.0
"Paytm UPI txn of INR 1,400 to Spotify Premium on 30-Aug-2024 23:15. Ref ID: PAYTM667922",Others,1400.0
"HDFC UPI debit of INR 2,080 to Zomato Gold on 31-Aug-2024 08:40. Ref: HDFC778199",Food,2080.0
SBI UPI payment of INR 330.95 to Swiggy on 01-Sep-2024 14:10. Ref ID: SBI990255,Food,330.95
ICICI UPI txn of INR 760 to Pizza Hut on 02-Sep-2024 21:25. Ref No: ICICI112400,Food,760.0
Axis Bank UPI debit of INR 640.60 to Tea Stall on 03-Sep-2024 07:45. Ref: AXIS223633,Food,640.6
Paytm UPI payment of INR 500 to Local Chaat House on 04-Sep-2024 13:20. Ref ID: PAYTM334133,Food,500.0
"HDFC UPI txn of INR 2,420 to Blinkit on 05-Sep-2024 22:45. Ref: HDFC445011",Groceries,2420.0
"SBI UPI debit of INR 2,690 to Zepto on 06-Sep-2024 16:10. Ref ID: SBI556122",Groceries,2690.0
"ICICI UPI payment of INR 4,600 to DMart on 07-Sep-2024 11:35. Ref No: ICICI667922",Groceries,4600.0
Axis Bank UPI txn of INR 880 to Local Kirana on 08-Sep-2024 09:05. Ref: AXIS778233,Groceries,880.0
"Paytm UPI debit of INR 2,240 to Blinkit on 09-Sep-2024 19:30. Ref ID: PAYTM990266",Groceries,2240.0
"HDFC UPI payment of INR 1,020 to Uber Ride on 10-Sep-2024 07:55. Ref: HDFC112388",Travel,1020.0
"SBI UPI txn of INR 2,630 to Rapido on 11-Sep-2024 20:20. Ref ID: SBI223633",Travel,2630.0
"ICICI UPI debit of INR 7,350 to IRCTC (PNR 0011223344) on 12-Sep-2024 07:15. Ref No: ICICI334944",Travel,7350.0
"Axis Bank UPI payment of INR 1,510 to HPCL on 13-Sep-2024 14:40. Ref: AXIS445144",Travel,1510.0
"Paytm UPI txn of INR 3,150 to Uber Ride on 14-Sep-2024 22:05. Ref ID: PAYTM667944",Travel,3150.0
"HDFC UPI debit of INR 6,720 to Fortis Hospital on 15-Sep-2024 09:50. Ref: HDFC778300",Medical,6720.0
"SBI UPI payment of INR 5,300.90 to MedPlus on 16-Sep-2024 17:25. Ref ID: SBI990277",Medical,5300.9
"ICICI UPI txn of INR 3,720 to Dr. Patel Clinic on 17-Sep-2024 09:10. Ref No: ICICI112411",Medical,3720.0
"Axis Bank UPI debit of INR 2,200 to HealthKart on 18-Sep-2024 14:35. Ref: AXIS223755",Medical,2200.0
"Paytm UPI payment of INR 5,950 to Apollo Hospital on 19-Sep-2024 20:50. Ref ID: PAYTM334255",Medical,5950.0
"HDFC UPI txn of INR 2,100 to Mumbai Water Bill on 20-Sep-2024 11:15. Ref: HDFC445144",Bills,2100.0
"SBI UPI debit of INR 1,390.80 for Airtel Bill on 21-Sep-2024 19:45. Ref ID: SBI556255",Bills,1390.8
"ICICI UPI payment of INR 3,360 to Delhi Electricity on 22-Sep-2024 08:20. Ref No: ICICI667955",Bills,3360.0
"Axis Bank UPI txn of INR 1,960 to LIC Premium on 23-Sep-2024 15:55. Ref: AXIS778366",Bills,1960.0
Paytm UPI debit of INR 860 to Gas Bill on 24-Sep-2024 22:25. Ref ID: PAYTM990288,Bills,860.0
"HDFC UPI payment of INR 4,720 to Amazon.in (Shopping) on 25-Sep-2024 13:50. Ref: HDFC112411",Others,4720.0
"SBI UPI txn of INR 2,530 for BookMyShow tickets on 26-Sep-2024 21:15. Ref ID: SBI223766",Others,2530.0
"ICICI UPI debit of INR 2,330 to Paytm Wallet top-up on 27-Sep-2024 09:30. Ref No: ICICI334166",Others,2330.0
"Axis Bank UPI payment of INR 6,000 to Udemy Course on 28-Sep-2024 18:00. Ref: AXIS445377",Others,6000.0
"Paytm UPI txn of INR 1,470 to Netflix Subscription on 29-Sep-2024 23:25. Ref ID: PAYTM667988",Others,1470.0
"HDFC UPI debit of INR 2,210 to Zomato Gold on 30-Sep-2024 08:50. Ref: HDFC778411",Food,2210.0
SBI UPI payment of INR 340.70 to Swiggy on 01-Oct-2024 14:20. Ref ID: SBI990299,Food,340.7
ICICI UPI txn of INR 780 to KFC on 02-Oct-2024 21:35. Ref No: ICICI112422,Food,780.0
Axis Bank UPI debit of INR 660.75 to Tea Stall on 03-Oct-2024 07:55. Ref: AXIS223477,Food,660.75
Paytm UPI payment of INR 520 to Local Vada Pav on 04-Oct-2024 13:30. Ref ID: PAYTM334188,Food,520.0
"HDFC UPI txn of INR 2,500 to Blinkit on 05-Oct-2024 23:00. Ref: HDFC445233",Groceries,2500.0
"SBI UPI debit of INR 2,770 to Zepto on 06-Oct-2024 16:15. Ref ID: SBI556344",Groceries,2770.0
"ICICI UPI payment of INR 4,780 to DMart on 07-Oct-2024 11:40. Ref No: ICICI667977",Groceries,4780.0
Axis Bank UPI txn of INR 900 to Local Kirana on 08-Oct-2024 09:10. Ref: AXIS778488,Groceries,900.0
"Paytm UPI debit of INR 2,360 to Blinkit on 09-Oct-2024 19:35. Ref ID: PAYTM990311",Groceries,2360.0
"HDFC UPI payment of INR 1,070 to Uber Ride on 10-Oct-2024 07:55. Ref: HDFC112422",Travel,1070.0
"SBI UPI txn of INR 2,750 to Rapido on 11-Oct-2024 20:20. Ref ID: SBI223577",Travel,2750.0
"ICICI UPI debit of INR 7,550 to IRCTC (PNR 1122334455) on 12-Oct-2024 07:20. Ref No: ICICI334977",Travel,7550.0
"Axis Bank UPI payment of INR 1,560 to Indian Oil on 13-Oct-2024 14:45. Ref: AXIS445588",Travel,1560.0
"Paytm UPI txn of INR 3,300 to Uber Ride on 14-Oct-2024 22:10. Ref ID: PAYTM667011",Travel,3300.0
"HDFC UPI debit of INR 6,940 to Apollo Hospital on 15-Oct-2024 09:55. Ref: HDFC778522",Medical,6940.0
"SBI UPI payment of INR 5,430.90 to MedPlus on 16-Oct-2024 17:30. Ref ID: SBI990322",Medical,5430.9
"ICICI UPI txn of INR 3,900 to Dr. Mehta Clinic on 17-Oct-2024 09:15. Ref No: ICICI112433",Medical,3900.0
"Axis Bank UPI debit of INR 2,320 to HealthKart on 18-Oct-2024 14:40. Ref: AXIS223599",Medical,2320.0
"Paytm UPI payment of INR 6,200 to Fortis Hospital on 19-Oct-2024 20:55. Ref ID: PAYTM334699",Medical,6200.0
"HDFC UPI txn of INR 2,250 to Delhi Electricity Bill on 20-Oct-2024 11:20. Ref: HDFC445311",Bills,2250.0
"SBI UPI debit of INR 1,460.80 for Jio Bill on 21-Oct-2024 19:50. Ref ID: SBI556422",Bills,1460.8
"ICICI UPI payment of INR 3,440 to Mumbai Water Supply on 22-Oct-2024 08:25. Ref No: ICICI667688",Bills,3440.0
"Axis Bank UPI txn of INR 2,040 to LIC Premium on 23-Oct-2024 16:00. Ref: AXIS778399",Bills,2040.0
Paytm UPI debit of INR 880 to Gas Bill on 24-Oct-2024 22:30. Ref ID: PAYTM990344,Bills,880.0
"HDFC UPI payment of INR 4,960 to Flipkart (Shopping) on 25-Oct-2024 14:00. Ref: HDFC112433",Others,4960.0
"SBI UPI txn of INR 2,650 for BookMyShow tickets on 26-Oct-2024 21:25. Ref ID: SBI223688",Others,2650.0
"ICICI UPI debit of INR 2,450 to Paytm Wallet top-up on 27-Oct-2024 09:40. Ref No: ICICI334200",Others,2450.0
"Axis Bank UPI payment of INR 6,200 to Coursera Subscription on 28-Oct-2024 18:05. Ref: AXIS445311",Others,6200.0
"Paytm UPI txn of INR 1,540 to Spotify Premium on 29-Oct-2024 23:30. Ref ID: PAYTM667122",Others,1540.0
"HDFC UPI debit of INR 2,340 to Zomato Gold on 30-Oct-2024 08:55. Ref: HDFC778633",Food,2340.0
SBI UPI payment of INR 350.85 to Swiggy on 31-Oct-2024 14:25. Ref ID: SBI990355,Food,350.85
ICICI UPI txn of INR 800 to Pizza Hut on 01-Nov-2024 21:40. Ref No: ICICI112444,Food,800.0
Axis Bank UPI debit of INR 680.90 to Tea Stall on 02-Nov-2024 07:55. Ref: AXIS223511,Food,680.9
Paytm UPI payment of INR 540 to Local Chole Bhature on 03-Nov-2024 13:30. Ref ID: PAYTM334211,Food,540.0
"HDFC UPI txn of INR 2,560 to Blinkit on 04-Nov-2024 23:05. Ref: HDFC445344",Groceries,2560.0
"SBI UPI debit of INR 2,830 to Zepto on 05-Nov-2024 16:20. Ref ID: SBI556455",Groceries,2830.0
"ICICI UPI payment of INR 4,960 to DMart on 06-Nov-2024 11:45. Ref No: ICICI667011",Groceries,4960.0
Axis Bank UPI txn of INR 920 to Local Kirana on 07-Nov-2024 09:15. Ref: AXIS778522,Groceries,920.0
"Paytm UPI debit of INR 2,480 to Blinkit on 08-Nov-2024 19:40. Ref ID: PAYTM990377",Groceries,2480.0
"HDFC UPI payment of INR 1,120 to Uber Ride on 09-Nov-2024 07:55. Ref: HDFC112455",Travel,1120.0
"SBI UPI txn of INR 2,870 to Rapido on 10-Nov-2024 20:20. Ref ID: SBI223599",Travel,2870.0
"ICICI UPI debit of INR 7,750 to IRCTC (PNR 2233445566) on 11-Nov-2024 07:25. Ref No: ICICI334311",Travel,7750.0
"Axis Bank UPI payment of INR 1,610 to HPCL on 12-Nov-2024 14:50. Ref: AXIS445622",Travel,1610.0
"Paytm UPI txn of INR 3,450 to Uber Ride on 13-Nov-2024 22:15. Ref ID: PAYTM667233",Travel,3450.0
"HDFC UPI debit of INR 7,160 to Fortis Hospital on 14-Nov-2024 09:40. Ref: HDFC778744",Medical,7160.0
"SBI UPI payment of INR 5,710.90 to MedPlus on 15-Nov-2024 17:05. Ref ID: SBI990388",Medical,5710.9
"ICICI UPI txn of INR 4,060 to Dr. Rao Clinic on 16-Nov-2024 09:20. Ref No: ICICI112466",Medical,4060.0
"Axis Bank UPI debit of INR 2,440 to HealthKart on 17-Nov-2024 14:45. Ref: AXIS223733",Medical,2440.0
"Paytm UPI payment of INR 6,350 to Apollo Hospital on 18-Nov-2024 21:00. Ref ID: PAYTM334822",Medical,6350.0
"HDFC UPI txn of INR 2,400 to Mumbai Water Bill on 19-Nov-2024 11:25. Ref: HDFC445433",Bills,2400.0
"SBI UPI debit of INR 1,530.80 for Airtel Bill on 20-Nov-2024 20:00. Ref ID: SBI556544",Bills,1530.8
"ICICI UPI payment of INR 3,560 to Delhi Electricity on 21-Nov-2024 08:35. Ref No: ICICI667122",Bills,3560.0
"Axis Bank UPI txn of INR 2,120 to LIC Premium on 22-Nov-2024 16:10. Ref: AXIS778844",Bills,2120.0
Paytm UPI debit of INR 900 to Gas Bill on 23-Nov-2024 22:40. Ref ID: PAYTM990400,Bills,900.0
"HDFC UPI payment of INR 5,200 to Amazon.in (Shopping) on 24-Nov-2024 14:05. Ref: HDFC112466",Others,5200.0
"SBI UPI txn of INR 2,770 for BookMyShow tickets on 25-Nov-2024 21:30. Ref ID: SBI223711",Others,2770.0
"ICICI UPI debit of INR 2,570 to Paytm Wallet top-up on 26-Nov-2024 09:45. Ref No: ICICI334322",Others,2570.0
"Axis Bank UPI payment of INR 6,400 to Udemy Course on 27-Nov-2024 18:10. Ref: AXIS445433",Others,6400.0
"Paytm UPI txn of INR 1,610 to Netflix Subscription on 28-Nov-2024 23:35. Ref ID: PAYTM667344",Others,1610.0
"HDFC UPI debit of INR 2,470 to Zomato Gold on 29-Nov-2024 08:50. Ref: HDFC778855",Food,2470.0
SBI UPI payment of INR 360.90 to Swiggy on 30-Nov-2024 14:20. Ref ID: SBI990411,Food,360.9
ICICI UPI txn of INR 820 to KFC on 01-Dec-2024 21:35. Ref No: ICICI112477,Food,820.0
Axis Bank UPI debit of INR 700.95 to Tea Stall on 02-Dec-2024 07:55. Ref: AXIS223544,Food,700.95
Paytm UPI payment of INR 560 to Local Dosa Spot on 03-Dec-2024 13:30. Ref ID: PAYTM334433,Food,560.0
"HDFC UPI txn of INR 2,640 to Blinkit on 04-Dec-2024 23:05. Ref: HDFC445466",Groceries,2640.0
"SBI UPI debit of INR 2,910 to Zepto on 05-Dec-2024 16:20. Ref ID: SBI556577",Groceries,2910.0
"ICICI UPI payment of INR 5,080 to DMart on 06-Dec-2024 11:45. Ref No: ICICI667133",Groceries,5080.0
Axis Bank UPI txn of INR 940 to Local Kirana on 07-Dec-2024 09:15. Ref: AXIS778566,Groceries,940.0
"Paytm UPI debit of INR 2,600 to Blinkit on 08-Dec-2024 19:40. Ref ID: PAYTM990444",Groceries,2600.0
"HDFC UPI payment of INR 1,170 to Uber Ride on 09-Dec-2024 07:55. Ref: HDFC112477",Travel,1170.0
"SBI UPI txn of INR 2,990 to Rapido on 10-Dec-2024 20:20. Ref ID: SBI223822",Travel,2990.0
"ICICI UPI debit of INR 7,950 to IRCTC (PNR 3344556677) on 11-Dec-2024 07:30. Ref No: ICICI334433",Travel,7950.0
"Axis Bank UPI payment of INR 1,660 to Indian Oil on 12-Dec-2024 15:00. Ref: AXIS445544",Travel,1660.0
"Paytm UPI txn of INR 3,600 to Uber Ride on 13-Dec-2024 22:25. Ref ID: PAYTM667455",Travel,3600.0
"HDFC UPI debit of INR 7,380 to Apollo Hospital on 14-Dec-2024 09:50. Ref: HDFC778966",Medical,7380.0
"SBI UPI payment of INR 5,970.90 to MedPlus on 15-Dec-2024 17:15. Ref ID: SBI990455",Medical,5970.9
"ICICI UPI txn of INR 4,200 to Dr. Singh Clinic on 16-Dec-2024 09:30. Ref No: ICICI112488",Medical,4200.0
"Axis Bank UPI debit of INR 2,560 to HealthKart on 17-Dec-2024 14:55. Ref: AXIS223655",Medical,2560.0
"Paytm UPI payment of INR 6,500 to Fortis Hospital on 18-Dec-2024 21:10. Ref ID: PAYTM334544",Medical,6500.0
"HDFC UPI txn of INR 2,550 to Delhi Electricity Bill on 19-Dec-2024 11:35. Ref: HDFC445577",Bills,2550.0
"SBI UPI debit of INR 1,630.80 for Jio Bill on 20-Dec-2024 20:00. Ref ID: SBI556688",Bills,1630.8
"ICICI UPI payment of INR 3,680 to Mumbai Water Supply on 21-Dec-2024 08:35. Ref No: ICICI667244",Bills,3680.0
"Axis Bank UPI txn of INR 2,180 to LIC Premium on 22-Dec-2024 16:10. Ref: AXIS778766",Bills,2180.0
Paytm UPI debit of INR 920 to Gas Bill on 23-Dec-2024 22:40. Ref ID: PAYTM990477,Bills,920.0
"HDFC UPI payment of INR 5,440 to Flipkart (Shopping) on 24-Dec-2024 14:05. Ref: HDFC112500",Others,5440.0
"SBI UPI txn of INR 2,890 for BookMyShow tickets on 25-Dec-2024 21:30. Ref ID: SBI223833",Others,2890.0
"ICICI UPI debit of INR 2,690 to Paytm Wallet top-up on 26-Dec-2024 09:45. Ref No: ICICI334544",Others,2690.0
"Axis Bank UPI payment of INR 6,600 to Coursera Subscription on 27-Dec-2024 18:10. Ref: AXIS445655",Others,6600.0
"Paytm UPI txn of INR 1,680 to Spotify Premium on 28-Dec-2024 23:35. Ref ID: PAYTM667566",Others,1680.0
Paid INR 150 to SWIGGY on 07-08-2025 UTR: SG987654321 via SBI. Order #54321.,Food,150.0
INR 75.50 spent at Tea Stall on 09-08-2025 Ref: TS001122 via Axis Bank. Thank you!,Food,75.5
UPI payment of INR 1200 to IRCTC on 10-08-2025 Ref No: IRCTC20250810 via ICICI. Your ticket is confirmed.,Travel,1200.0
INR 500 paid to Uber on 11-08-2025 UTR: UB123456 via Paytm. Ride ID: U98765.,Travel,500.0
Fuel purchase INR 845 at Indian Oil on 12-08-2025 Ref ID: FOIL84521 via HDFC.,Travel,845.0
Paid INR 2500 to DMART on 13-08-2025 Ref: DMRT20250813 via SBI. Your groceries are ready.,Groceries,2500.0
INR 320.75 spent on Blinkit order on 14-08-2025 UTR: BLK987654 via Axis Bank. Order #1122.,Groceries,320.75
Zerodha Pay: INR 4500 to Zepto on 15-08-2025 Ref ID: ZP4500 via Paytm. Delivery scheduled.,Groceries,4500.0
INR 199 paid at Local Kirana on 16-08-2025 Ref: LK00123 via HDFC. Thank you for shopping!,Groceries,199.0
Paid INR 8500 for electricity bill on 17-08-2025 Ref No: EB20250817 via SBI. Consumer No: 1234567890.,Bills,8500.0
UPI payment of INR 1200 to Mobile Recharge via Paytm on 18-08-2025 Ref ID: MR1200 via Axis Bank.,Bills,1200.0
INR 6400 paid for water bill on 19-08-2025 UTR: WB6400 via HDFC. Account No: 9876543210.,Bills,6400.0
Paid INR 780 to Gas Bill on 20-08-2025 Ref: GB20250820 via ICICI. Consumer ID: GAS12345.,Bills,780.0
INR 1500 paid for Netflix subscription on 21-08-2025 Ref ID: NF1500 via Paytm. Thank you!,Bills,1500.0
UPI txn of INR 3500 to Dr. Sharma Clinic on 22-08-2025 Ref: MED3500 via SBI. Appointment ID: APPT987.,Medical,3500.0
INR 1200 paid at Apollo Hospital on 23-08-2025 UTR: APH1200 via HDFC. Invoice No: APH2025.,Medical,1200.0
Paid INR 750 to Pharmacy on 24-08-2025 Ref ID: PH750 via Axis Bank. Prescription No: RX1234.,Medical,750.0
INR 199.99 spent on Health Checkup at Fortis on 25-08-2025 Ref: FC199 via Paytm.,Medical,199.99
UPI payment of INR 5000 to MedPlus on 26-08-2025 Ref No: MP5000 via ICICI. Order #5678.,Medical,5000.0
INR 300 spent at Zomato on 27-08-2025 Ref: ZM300 via HDFC. Order #7890.,Food,300.0
Paid INR 450 to Swiggy on 28-08-2025 UTR: SG450 via SBI. Your food is on the way!,Food,450.0
INR 85.25 at Tea Stall on 29-08-2025 Ref ID: TS8525 via Axis Bank. Enjoy!,Food,85.25
UPI txn of INR 120 to Local Dhabha on 30-08-2025 Ref: LD120 via Paytm. Thank you!,Food,120.0
INR 1350 paid to Uber on 31-08-2025 Ref No: UB1350 via HDFC. Ride ID: UB12345.,Travel,1350.0
Fuel INR 1020 at Bharat Petroleum on 01-09-2025 UTR: BP1020 via SBI. Thank you!,Travel,1020.0
Paid INR 2100 to IRCTC on 02-09-2025 Ref ID: IRCTC2100 via Axis Bank. Booking confirmed.,Travel,2100.0
INR 2750 spent at DMART on 03-09-2025 Ref: DMRT2750 via Paytm. Grocery purchase.,Groceries,2750.0
Blinkit order INR 489.90 on 04-09-2025 UTR: BLK4899 via HDFC. Order #3344.,Groceries,489.9
Zepto purchase INR 650 via Paytm on 05-09-2025 Ref ID: ZP650 via SBI. Delivery in 30 mins.,Groceries,650.0
Local Kirana INR 210 on 06-09-2025 Ref: LK210 via Axis Bank. Thank you!,Groceries,210.0
Electricity bill INR 4300 paid on 07-09-2025 Ref No: EB4300 via HDFC. Consumer No: 11223344.,Bills,4300.0
Water bill INR 780 paid on 08-09-2025 UTR: WB780 via Paytm. Account No: 99887766.,Bills,780.0
Mobile recharge INR 199 via Paytm on 09-09-2025 Ref ID: MR199 via SBI.,Bills,199.0
Gas bill INR 560 paid on 10-09-2025 Ref: GB560 via Axis Bank.,Bills,560.0
Netflix subscription INR 899 on 11-09-2025 Ref No: NF899 via HDFC. Enjoy streaming!,Bills,899.0
Dr. Rao Consultation INR 1200 on 12-09-2025 UTR: DR1200 via Paytm. Appointment ID: DR2025.,Medical,1200.0
Pharmacy purchase INR 350 on 13-09-2025 Ref ID: PH350 via SBI.,Medical,350.0
INR 780 paid at Apollo Diagnostics on 14-09-2025 Ref: APD780 via Axis Bank.,Medical,780.0
Health Checkup INR 1999 at Fortis on 15-09-2025 UTR: FH1999 via HDFC.,Medical,1999.0
MedPlus order INR 4500 on 16-09-2025 Ref No: MP4500 via Paytm.,Medical,4500.0
Zomato order INR 275 on 17-09-2025 Ref: ZM275 via SBI. Enjoy your meal!,Food,275.0
Swiggy order INR 340 on 18-09-2025 UTR: SG340 via HDFC. Thank you!,Food,340.0
Tea Stall purchase INR 45.75 on 19-09-2025 Ref ID: TS4575 via Axis Bank.,Food,45.75
Restaurant bill INR 1250 on 20-09-2025 Ref: RES1250 via Paytm.,Food,1250.0
Uber ride INR 650 on 21-09-2025 Ref No: UB650 via SBI.,Travel,650.0
IRCTC ticket INR 1800 on 22-09-2025 UTR: IR1800 via HDFC.,Travel,1800.0
Petrol bunk INR 920 at HPCL on 23-09-2025 Ref: HPCL920 via Paytm.,Travel,920.0
DMART purchase INR 3400 on 24-09-2025 Ref ID: DMRT3400 via Axis Bank.,Groceries,3400.0
Blinkit order INR 215.60 on 25-09-2025 UTR: BLK2156 via HDFC.,Groceries,215.6
Zepto grocery INR 780 via Paytm on 26-09-2025 Ref: ZP780 via SBI.,Groceries,780.0
Local Kirana INR 130 on 27-09-2025 Ref No: LK130 via Axis Bank.,Groceries,130.0
Electricity bill INR 5600 on 28-09-2025 Ref ID: EB5600 via Paytm.,Bills,5600.0
Water bill INR 890 on 29-09-2025 UTR: WB890 via HDFC.,Bills,890.0
Mobile recharge INR 99 via Paytm on 30-09-2025 Ref: MR99 via SBI.,Bills,99.0
Gas bill INR 420 on 01-10-2025 Ref No: GB420 via Axis Bank.,Bills,420.0
Netflix INR 1499 on 02-10-2025 Ref ID: NF1499 via Paytm.,Bills,1499.0
Dr. Mehta Consultation INR 950 on 03-10-2025 UTR: DM950 via HDFC.,Medical,950.0
Pharmacy INR 210 on 04-10-2025 Ref: PH210 via SBI.,Medical,210.0
Apollo Hospital INR 2250 on 05-10-2025 Ref ID: APH2250 via Axis Bank.,Medical,2250.0
Health Checkup INR 1199 at Fortis on 06-10-2025 UTR: FH1199 via Paytm.,Medical,1199.0
MedPlus INR 3750 on 07-10-2025 Ref No: MP3750 via HDFC.,Medical,3750.0
Zomato INR 420 on 08-10-2025 Ref: ZM420 via SBI. Bon Appétit!,Food,420.0
Swiggy INR 560 on 09-10-2025 UTR: SG560 via Axis Bank. Your order is on the way.,Food,560.0
Tea Stall INR 30.40 on 10-10-2025 Ref ID: TS3040 via Paytm.,Food,30.4
Restaurant INR 1850 on 11-10-2025 Ref: RES1850 via HDFC.,Food,1850.0
Uber INR 780 on 12-10-2025 Ref No: UB780 via SBI.,Travel,780.0
IRCTC INR 2400 on 13-10-2025 UTR: IR2400 via Axis Bank.,Travel,2400.0
Petrol INR 1120 at Indian Oil on 14-10-2025 Ref: IO1120 via Paytm.,Travel,1120.0
DMART INR 2950 on 15-10-2025 Ref ID: DMRT2950 via HDFC.,Groceries,2950.0
Blinkit INR 389.99 on 16-10-2025 UTR: BLK3899 via SBI.,Groceries,389.99
Zepto INR 540 on 17-10-2025 Ref: ZP540 via Axis Bank.,Groceries,540.0
Local Kirana INR 175 on 18-10-2025 Ref No: LK175 via Paytm.,Groceries,175.0
Electricity bill INR 6100 on 19-10-2025 Ref ID: EB6100 via HDFC.,Bills,6100.0
Water bill INR 950 on 20-10-2025 UTR: WB950 via SBI.,Bills,950.0
Mobile recharge INR 149 via Paytm on 21-10-2025 Ref: MR149 via Axis Bank.,Bills,149.0
Gas bill INR 680 on 22-10-2025 Ref No: GB680 via Paytm.,Bills,680.0
Netflix INR 1299 on 23-10-2025 Ref ID: NF1299 via HDFC.,Bills,1299.0
Dr. Singh Consultation INR 1100 on 24-10-2025 UTR: DS1100 via SBI.,Medical,1100.0
Pharmacy INR 420 on 25-10-2025 Ref: PH420 via Axis Bank.,Medical,420.0
Apollo Diagnostics INR 890 on 26-10-2025 Ref ID: AD890 via Paytm.,Medical,890.0
Health Checkup INR 1599 at Fortis on 27-10-2025 UTR: FH1599 via HDFC.,Medical,1599.0
MedPlus INR 2800 on 28-10-2025 Ref No: MP2800 via SBI.,Medical,2800.0
Zomato INR 310 on 29-10-2025 Ref: ZM310 via Axis Bank. Bon Appétit!,Food,310.0
Swiggy INR 425 on 30-10-2025 UTR: SG425 via Paytm. Your order is being prepared.,Food,425.0
Tea Stall INR 55.75 on 31-10-2025 Ref ID: TS5575 via HDFC.,Food,55.75
Restaurant INR 2100 on 01-11-2025 Ref: RES2100 via SBI.,Food,2100.0
Uber INR 890 on 02-11-2025 Ref No: UB890 via Axis Bank.,Travel,890.0
IRCTC INR 2750 on 03-11-2025 UTR: IR2750 via Paytm.,Travel,2750.0
Petrol bunk INR 1300 at HPCL on 04-11-2025 Ref: HPCL1300 via HDFC.,Travel,1300.0
DMART INR 3200 on 05-11-2025 Ref ID: DMRT3200 via SBI.,Groceries,3200.0
Blinkit INR 415.20 on 06-11-2025 UTR: BLK4152 via Axis Bank.,Groceries,415.2
Zepto INR 610 via Paytm on 07-11-2025 Ref: ZP610 via Paytm.,Groceries,610.0
Local Kirana INR 190 on 08-11-2025 Ref No: LK190 via HDFC.,Groceries,190.0
Electricity bill INR 7200 on 09-11-2025 Ref ID: EB7200 via SBI.,Bills,7200.0
Water bill INR 1020 on 10-11-2025 UTR: WB1020 via Axis Bank.,Bills,1020.0
Mobile recharge INR 199 via Paytm on 11-11-2025 Ref: MR199 via Paytm.,Bills,199.0
Gas bill INR 750 on 12-11-2025 Ref No: GB750 via HDFC.,Bills,750.0
Netflix INR 1499 on 13-11-2025 Ref ID: NF1499 via SBI.,Bills,1499.0
Dr. Patel Consultation INR 1350 on 14-11-2025 UTR: DP1350 via Axis Bank.,Medical,1350.0
Pharmacy INR 285 on 15-11-2025 Ref: PH285 via Paytm.,Medical,285.0
Apollo Hospital INR 3400 on 16-11-2025 Ref ID: APH3400 via HDFC.,Medical,3400.0
Health Checkup INR 1899 at Fortis on 17-11-2025 UTR: FH1899 via SBI.,Medical,1899.0
MedPlus INR 3100 on 18-11-2025 Ref No: MP3100 via Axis Bank.,Medical,3100.0
Zomato INR 380 on 19-11-2025 Ref: ZM380 via Paytm. Bon Appétit!,Food,380.0
Swiggy INR 495 on 20-11-2025 UTR: SG495 via HDFC. Your order is on the way.,Food,495.0
Tea Stall INR 40.25 on 21-11-2025 Ref ID: TS4025 via SBI.,Food,40.25
Restaurant INR 1650 on 22-11-2025 Ref: RES1650 via Axis Bank.,Food,1650.0
Uber INR 720 on 23-11-2025 Ref No: UB720 via Paytm.,Travel,720.0
IRCTC INR 2100 on 24-11-2025 UTR: IR2100 via HDFC.,Travel,2100.0
Petrol bunk INR 950 at Indian Oil on 25-11-2025 Ref: IO950 via SBI.,Travel,950.0
DMART INR 2850 on 26-11-2025 Ref ID: DMRT2850 via Axis Bank.,Groceries,2850.0
